,fname,lname,nname,height,weight,reach,stance,win,lose,draw
716,Marko,Damiani,,"6' 0""",170 lbs.,--,,0,2,0
717,Leonardo,Damiani,Puppy,"5' 10""",170 lbs.,"69.0""",Orthodox,10,3,1
718,Rodrigo,Damm,,"5' 7""",155 lbs.,"71.0""",Orthodox,13,9,0
719,Carina,Damm,Beauty But the Beast,"5' 4""",135 lbs.,--,,2,13,0
720,Danaa,Batgerel,Storm,"5' 7""",135 lbs.,"70.0""",Orthodox,10,2,0
721,Cindy,Dandois,Battlecat,"5' 7""",135 lbs.,--,Orthodox,8,3,0
722,Jarjis,Danho,Man Mountain,"6' 3""",265 lbs.,"74.0""",Orthodox,7,1,1
723,Raymond,Daniels,,"6' 2""",185 lbs.,--,Southpaw,0,1,0
724,Marques,Daniels,,--,155 lbs.,--,,5,5,0
725,Alexandre,Dantas,Cafe,"6' 2""",238 lbs.,--,Orthodox,0,3,0
726,Eduardo,Dantas,Dudu,"5' 10""",135 lbs.,--,,20,4,0
727,Mac,Danzig,,"5' 8""",155 lbs.,"70.0""",Orthodox,21,12,1
728,Karen,Darabedyan,,"5' 7""",155 lbs.,"68.0""",Orthodox,13,6,0
